id,inventar_nr,material,wasserzeichen,hoehe,breite,bezeichnungen,zeit,jahr,beschreibung,kommentar,thementexte,literatur,index,index_ids,zusammenhang
89989,"GK II (12) II-1-Cg-99 Rs 3",Velinpapier,,3540,2160,,"21. Oktober 1834",1834,"Teilseite des Vortragsverzeichnisses mit der Angabe der anmeldenden Personen, der Vortragenden und der Spalte für Bemerkungen.","Es scheint bezeichnend, dass gerade der Vortrag zur ""Regulierung der gutsherrlich-bäuerlichen Verhältnisse im Großherzogthum Posen"" in Gegenwart des Kronprinzen gehalten wurde, der bekanntlich ein vehementer Verfechter der traditionellen Ständegesellschaft war. – Die Datierung richtet sich nach derjenigen von GK II (12) II-1-Cg-99 Rs 1. (J. M.)",,,"sachlich: Text: deutsch: Vortragsverzeichnis",900,
89991,"GK II (12) I-2-B-7",Vergépapier,"""I W Ebart""",2140,3520,,"um 1825 (?)",1825,"In der Mitte der querformatig angelegten Seite Grundriss, Aufriss und Querschnitt eines längsrechteckigen Sakralbaus mit mittlerem queroblongem Saal, Tambourkuppel, zentral gelegener halbrunder Apsis und seitlichen Treppentürmen. Im Grundriss außerdem an den Längsseiten je eine vorgelagerte Säulenreihe. M. l. fast identischer Grundriss des rechteckigen Saalbaus, allerdings mit je einer Vorhalle an den Längsseiten. U. l. ähnliche Wiederholung dieses Sakralbaus in Grund- und Aufriss, wobei der Grundriss zusätzlich einen Vorhof aufweist. – M. l. und o. l. Sakralbau mit und ohne Kuppeln über griechischem Kreuz. – O. l., um 90° gedreht, Querschnittskizze eines Sakralbaus mit Einturm. – O. r. ein großer Schnörkel, der aus mehreren Initialen (evtl. ""F"" und ""E""?) entstanden ist.","Die Darstellung des Sakralbaus mit queroblongem Saal dürfte aufgrund der Hauptkuppel in den Umkreis der Entwürfe für den Umbau der Alten Domkirche in Berlin (Boumann) gehören. Schinkel legte nach Abschluss des inneren Umbaus auf Befehl Friedrich Wilhelms III. einen Entwurf für den äußeren Umbau vor (u. a. SMB PK, Kupferstichkabinett, SM 23a.8), der im März 1820 beschlossen und 1820-1822 (Januar) ausgeführt wurde. Wohl etwas später befasste sich der Kronprinz mit der erneuten Umgestaltung und sah hier anstelle der von Schinkel gebauten Hauptkuppel und zwei begleitenden Seitenkuppeln nunmehr zwei Türme über den äußeren Giebelseiten vor. Die Säulenreihen zeigen an, dass der Kronprinz gegenüber der neuen Portikuslösung Schinkels mehr an einer klassizistischen Säulenfront zum Lustgarten interessiert war. Insgesamt wäre somit von der schon umgestalteten barocken Bausubstanz abermals weniger erhalten geblieben. (A. M.)",,,"topographisch: Berlin: Sakralbauten: Dom am Lustgarten: Saalkirche; topographisch: Berlin: Sakralbauten: Dom am Lustgarten: Zentralbau; sachlich: Architektur: Sakralbauten: Kirche: Grundriss; sachlich: Architektur: Sakralbauten: Kirche: Schnitt; sachlich: Ornament: Kalligrafie","213; 214; 603; 617; 862",
89996,"GK II (12) I-2-B-7 Rs",Vergépapier,"Tanne mit Spieß und Blumen.",2140,3520,,"um 1825 (?)",1825,"Am oberen Rand des querformatig angelegten Blattes die Buchstabenreihung des Kronprinzen: ""g e t o p y b k b k v k k t n é e e v q a v"". – O. r. ein aus einer Initiale hervorgegangener Schnörkel. – O. M. Querschnitt einer dreischiffigen Kirche mit zwei Türmen. U. M. zugehöriger Grundriss einer dreischiffigen Kreuzkuppelkirche mit ausladenden Querarmen und breiter Säulenvorhalle. Die Hauptkuppel befindet sich über der Vierung, jedes Seitenschiffsjoch, jeder Querarm, die Vorhalle und die beiden Chorseiten weisen Kuppeln auf.","Im Kontext der Planungen zum Neubau des Berliner Doms [?] taucht der Typus der Kreuzkuppelkirche in verschiedenen Varianten bei Zeichnungen der Gruppen GK II (12) I-2-B und GK II (12) I-2-D sowie auf der Seite GK II (12) I-2-A-12 Rs auf. Der Kronprinz dürfte mit diesem Typus den Entwurf Schinkels zu einer ""Hallenkuppelkirche"" (um 1825) interpretiert haben (Klingenburg 1992, S. 78, Abb. 56 auf S. 81, Hinweis auf Peschken 1979, S. 168). Während Schinkel diesen Komposittyp aus Zentral- und Longitudinalbau nur mit Kuppeln über dem Chorhaupt ausstattete, versah der Kronprinz den gesamten Bau mit kleinen Kuppeln. Peschken zufolge war der Kronprinz der die Idee vorgebende Zeichner. (A. M.)","Berliner Dom",,"sachlich: Architektur: Sakralbauten: Kirche: Kuppelkirche; sachlich: Architektur: Sakralbauten: Kirche: Schnitt; sachlich: Ornament: Schnörkel; sachlich: Text: ungedeutet","609; 617; 863; 887",
89997,"GK II (12) II-1-Cg-100",Velinpapier,,1260,2120,"Im Grundriss (um 180° gedreht): ""Zelt"", ""Babylon"", ""Arbela"", ""Porus"", ""Granicus"" [Friedrich Wilhelm (IV.)].",1837/1839,1838,"M. l. Grundriss eines langgestreckten Gebäudes im antiken Stil. In der Längsachse sind Vestibül, Atrium, Tablinum, Peristyl, Raum, Atrium und Vorhalle angeordnet. Darum sind weitere Räume gruppiert. – O. l. perspektivische Ansicht eines zweigeschossigen Gebäudes mit flachem Dach und Mezzanin. Hinter dem Gebäude erhebt sich ein Turm. Seitlich schließt sich dem Haus ein niedriger Anbau und eine Treppe an. An der anderen Seite sind Gehölze skizziert. – In der Mitte grob skizzierte Wandabwicklungen mit rechtwinkliger Feldereinteilung, in die jeweils drei Darstellungen platziert sind. Teilweise betitelt.","Aufgrund der Betitelung sind die rechteckigen Felder als Graphiken zu identifizieren, die als Wandschmuck im Billardzimmer der Römischen Bäder [?] Verwendung gefunden haben. Die Stiche aus dem 18. Jahrhundert, für deren Hängung ein Plan und ein Kostenvoranschlag vom Juni 1839 überliefert sind, thematisieren die Schlachten Alexander des Großen. Ab 1837 wurde begonnen, die Räume hinter der Arkadenhalle auszubauen und zu dekorieren (vgl. Ausst. Kat. Die Römischen Bäder 2009, S. 49 f. – Adler 2009, S. 327 u. 347 f.). (A. A.)",Charlottenhof,,"topographisch: Potsdam: Park Sanssouci: Profanbauten: Charlottenhof: Hofgärtnerhaus und Römische Bäder; sachlich: Architektur: Profanbauten: Antikes Landhaus; sachlich: Architektur: Profanbauten: Villa","319; 514; 576",90004
89998,"GK II (12) I-1-D-2",Velinpapier,"Fragment: ""[…] TMAN"" (J Whatman) und ""[…]Y MILL"" (Turkey Mill)",3400,2170,"Spätere Bezeichnung des Grundrisses durch Albert Geyer.","um 1820/1845",1832,"Plan für den Umbau der Erasmuskapelle. Mit Bleistift der Grundriss der Erasmuskapelle und ihr neu projektierter schmaler Anbau. Eingezeichnet der über Treppen zu erreichende, erhöhte Altar (mit Kreuz). Am Übergang zwischen Chor und Querraum links am Pfeiler eine Kanzel, wohl mit einer Säulenstellung. Im Chor parallel zur Wand verlaufende Bänke, im Vorraum zwei Reihen quer und längere Reihen wandparallel. Zwischen den Säulen eventuell Andeutung einer Empore. – Links unter dem Grundriss in Rötel zwei Rechenreihen.","Die Skizze gibt recht detailliert die Vorstellung Friedrich Wilhelms wieder, die im 18. Jahrhundert verbaute Erasmuskapelle [?] als Raum für den Gottesdienst zurückzugewinnen. Bei dem kleinen Nebenraum, der dem Chor angelagert ist, ist nicht eindeutig zu bestimmen, ob er [wie andere Skizzen nahelegen: GK II (12) I-1-D-3, GK II (12) I-1-D-5, GK II (12) I-1-D-6] in der gesamten Höhe durchgehen sollte oder ob hier zwei Etagen vorgesehen waren. Die dünne durchgezeichnete Linie bei den beiden Wandöffnungen hin zum Chor legt letzteres nahe. Danach sollte wohl der untere Bereich als Sakristei, der obere dagegen als Empore dienen, die direkt aus der kronprinzlichen Wohnung zu betreten gewesen wäre. Ein solcher schmaler Anbau erscheint auch auf dem 1844 vorgelegten Plan A von August Stüler zur Erweiterung der königlichen Wohnung [?] (Börsch-Supan/Müller-Stüler 1997, S. 308, Abb. 90), so dass die Zeichnung auch erst nach der Thronbesteigung des Königs angefertigt worden sein könnte. (J. M.)","Erasmuskapelle; Erweiterung Appartement Berliner Schloss",,"topographisch: Berlin: Profanbauten: Schloss: Erasmuskapelle; topographisch: Berlin: Profanbauten: Schloss: Erasmuskapelle; sachlich: Zahlen","192; 193; 901",
90004,"GK II (12) II-1-Cg-100 Rs",Velinpapier,,1260,2120,"O. M.: ""Granicus. Arbela. - Zelt des Darius. Babylon - Elephant/Porus"" [Friedrich Wilhelm (IV.)].",1837/1839,1838,"O. l. Aufriss einer Raumwand mit Sockel und Tür. In der Mitte der Wand ein Bild skizziert. – Im Zentrum ein mit Feder gezeichneter Grundriss eines langgestreckten Gebäudes in antikem Stil. In der Längsachse sind Vestibül, Atrium, Tablinum, Peristyl, weiterer Raum, Peristyl und Vorhalle angeordnet. Das zweite Peristyl wird von einem großen Raum mit Apsis gerahmt. – U. r. Grundriss einer unsymmetrischen Anlage mit zwei Atrien, zwei Rundsälen, einem Raum mit Apsis und zwei Peristylen. – U. M., um 90° gedreht, die figürliche Darstellung eines sitzenden, bärtigen Mannes mit Mantel und Hut. – U. r. männliche Halbfigur eines jungen bärtigen Mannes in schottischer (Militär?)-Tracht, der an einem hohen Podest lehnt. Sein linker Arm ist auf dem Podest gelagert. Sein rechter Arm hängt herab und hält einen Stock (?) in der Hand. Er trägt einen karierten Rock und eine breite Schärpe über dem Hemd, an der ein Degen hängt.","Die Zeile am oberen Rand bezieht sich auf das Thema der Kupferstiche im Billardzimmer der Römischen Bäder [?]  [vgl. GK II (12) II-1-Cg-100 und Adler 2009, S. 327 u. 347 f.]. – Die figürlichen Darstellungen der Seite zeigen u. r. wohl einen preußischen Prinzen in der Tracht eines schottischen Militärs, darauf deuten der Kilt, die karierte Glengarry-Mütze und der Sporran. – Die Datierung richtet sich nach derjenigen von GK II (12) II-1-Cg-100. (A. A.)",Charlottenhof,,"topographisch: Potsdam: Park Sanssouci: Profanbauten: Charlottenhof: Hofgärtnerhaus und Römische Bäder; sachlich: Architektur: Profanbauten: Antikes Landhaus; sachlich: Figurendarstellung: allgemein: männlich; sachlich: Figurendarstellung: profan: Kopf: männlich; sachlich: Figurendarstellung: profan: Soldat","319; 514; 655; 722; 734",89997
90006,"GK II (12) II-1-Cg-101 Rs 1",Velinpapier,,3540,2140,,"um 1830/ 1835",1832,"O. M. Grundriss eines H-förmigen Gebäudes. Ein Flügel mit Raumaufteilung skizziert. – M. l. Schnitt eines gekuppelten Raumes mit mittigem Rundbogen, darüber drei Rundbogenfenster, die von rechteckigen Fenstern gerahmt werden. Raumdekoration mit Feldern. – O. r. Darstellung einer Frau mit knielangem Kleid und Schürze. – U. r. Zeichnung eines sitzenden und lesenden Mannes mit Schnurrbart, der seinen linken Arm auf dem Tisch abstützt. – Daneben schematisch ein Gesicht skizziert.","Der Grundriss o. M. stellt möglicherweise nur den Teil eines Gebäudegrundrisses dar, evtl. den des Landhauses im antiken Stil auf der zweiten Rückseite des Blattes GK II (12) II-1-Cg-101 Rs 2. – Die Darstellung des Sitzenden u. r. trägt porträthafte Züge, man wird daher eine Person aus dem Umfeld des Kronprinzen vermuten dürfen. – Die Datierung richtet sich nach derjenigen von GK II (12) II-1-Cg-101. (J. M.)",,,"sachlich: Architektur: Kuppel; sachlich: Architektur: Profanbauten: Grundriss; sachlich: Figurendarstellung: allgemein: männlich; sachlich: Figurendarstellung: allgemein: weiblich; sachlich: Figurendarstellung: profan: Kopf: männlich","508; 528; 655; 656; 722",
90008,"GK II (12) II-1-Cg-101 Rs 2",Velinpapier,,3540,2140,,"um 1830/1835",1832,"U. M. unter dem großen Tintenfleck Grundriss und Situationsplan einer großen Gebäudeanlage, die an einem schräg verlaufenden Weg mit einer Kreuzung platziert ist. Das Gebäude besitzt mehrere Flügel, zwei verlaufen parallel zueinander und werden durch mindestens zwei weitere, rechtwinklig anschließende miteinander verbunden. Teilweise ist die räumliche Aufteilung im Grundriss mit angrenzenden Säulenhallen angegeben. In unmittelbarer Nähes dieses Gebäudes befindet sich ein langestreckter Bau mit großem Säulenhof. Dieser Plan überdeckt den um 90° gedrehten und nur schwach angelegten Aufriss eines zweistöckigen Gebäudes. – Am rechten Seitenrand, um 90° gedreht, der Aufriss einer Häuserzeile von unterschiedlich hohen und in der Fassade verschieden gestalteten mehrstöckigen Gebäuden. – Darunter, um 90° gedreht, Aufriss verschiedener Häuser hinter einer Stadtmauer mit Tor. – O. M., um 90° gedreht, Aufriss einer Fassade mit Torbogen und zwei darüber angeordneten Geschossen mit Pilastern und Fenstern sowie Blendbögen (?). – O. r. Variation des Grundrisses u. l. – O. M. kleiner, nur grob skizzierte Grundriss einer Vierflügelanlage, von der ein weitere L-förmiger Flügel abgeht. – O. l., um 90° gedreht, perspektivische Ansicht eines Gebäudes mit einem Keller, Voll- und Mezzaningeschoss und flachem Walmdach. Daran anschließend ein niederigerer Gebäudeteil, der auf einer Rundbogenbrücke gelagert ist. In einem gewissen Abstand sind weitere Umrisse eines Baukörpers skizziert.","Der große Grundriss u. M. gehört zu den Planungen eines Landhauses im antiken Stil, der trotz seiner konkret erscheinenden Wegeführungen bislang keinem bestimmten Landhausprojekt zuzuordnen ist. – Die Straßenfront o. r. geht vielleicht auf eine in Genua oder Rom 1828 gesehene Ansicht zurück. – Die Datierung richtet sich nach derjenigen von GK II (12) II-1-Cg-101. (J. M.)",,,"sachlich: Architektur: Profanbauten: Antikes Landhaus; sachlich: Architektur: Profanbauten: Aufriss; sachlich: Architektur: Profanbauten: Gebäudeansicht; sachlich: Architektur: Profanbauten: Gebäudeensemble","514; 515; 524; 525",
90010,"GK II (12) I-2-B-8",Vergépapier,"Adler mit Krone, Zepter, Apfel.",3320,2060,"Spätere Bezeichnung von Ludwig Dehio.","um 1825",1825,"O. M. und in der Seitenmitte je ein Grundriss eines sakralen Zentralbaus als Kuppelkirche über quadratischem Grundplan, im Grundriss o. M. mit zwei Vorhallen und zwei Apsiden, Mitte: mit vier gleichen Apsiden und einer zusätzlichen Säulenvorhalle. – M. r. Querschnitt eines Zentralbaus mit zentraler Kuppel und vier Ecktürmen; über und unter dem Querschnitt zwei entsprechende Grundrisse. – U. M. Aufriss und Grundriss einer Rotunde mit vier Portiken, innerem Säulenumgang und Tambourkuppel. – U. r. Grundriss einer dreischiffigen Basilika mit Doppeltürmen, Chorapsis und Seitenapsiden am Querhaus. – M. l. ein Schnörkel und eine Skizze eines Kopfprofils (um 90° gedreht).","Vorbild des Grundrissplans in der Seitenmitte ist Bramantes erster Zentralbauentwurf für St. Peter in Rom (1505/1506). Das in dem Grundriss (o. M.) angeschlagene Thema der Kuppelkirche als Zentralbau hatte auch Schinkel parallel zu dem ""Hallenkuppelkirchen""-Entwurf um 1825 aufgegriffen und einen Zentralbau über quadratischem Grundplan mit Hauptkuppel und vier Nebenkuppeln gezeichnet (Klingenburg 1992, S. 81, Abb. 56). Einen weiteren Anhaltspunkt für eine Datierung liefert die vom Kronprinzen gezeichnete Rotunde (u. M.). Diese weist neben den palladianischen Reminiszenzen – mit Ausnahme des zweiten Tambours – größere Gemeinsamkeiten mit dem Ausführungsentwurf für die Grabkapelle auf dem Rotenberg (seit 1907 Württemberg) bei Stuttgart auf, die der württembergische Hofbaumeister Giovanni Salucci 1820-1824 für Katherina Pawlowna, die Gemahlin König Wilhelms I. von Württemberg, errichtet hatte. Der Bau war ein Muster der Synthese aus palladianischen und französisch-klassizistischen Elementen auf der Grundlage der Durandschen Entwurfsmethodik. Ähnliche Entwürfe hatte der Kronprinz für die Potsdamer Nikolaikirche [?] um 1825/1828 entwickelt [z. B. GK II (12) II-1-Bc-11, GK II (12) II-1-Bc-12, GK II (12) II-1-Bc-25, GK II (12) II-1-Bc-26, GK II (12) II-1-Bc-29, GK II (12) II-1-Bc-33). (A. M.)","Nikolaikirche Potsdam",,"topographisch: Berlin: Sakralbauten: Dom am Lustgarten: Zentralbau; sachlich: Architektur: Sakralbauten: Kirche: Grundriss; sachlich: Architektur: Sakralbauten: Kirche: Kuppelkirche; sachlich: Architektur: Sakralbauten: Kirche: Rotunde; sachlich: Architektur: Sakralbauten: Kirche: Schnitt; sachlich: Ornament: Schnörkel","214; 603; 609; 614; 617; 863",
90012,"GK II (12) I-1-D-3",Velinpapier,,2440,2010,,"um 1820/1845",1832,"Plan für den Umbau der Erasmuskapelle. Im Zentrum der Seite Querschnitt durch den Chor. Andeutung der Kanzel am Übergang zum Gemeinderaum und des über zwei seitliche Stufengänge zu erreichenden erhöhten Altars. Neben dem Kapellenraum doppelgeschossiger, durch spitze Gewölbe ausgezeichneter Anbau mit großen, krabbenbesetzten Strebebögen. – Unter dem Querschnitt Ansicht der Spreefront des Berliner Schlosses mit den projektierten Strebepfeilern am Kapellenanbau.","Die für den Gottesdienst wiedergewonnene Erasmuskapelle [?] des Berliner Schlosses wird hier durch überdimensioniert erscheinende Strebepfeiler stark gotisiert, was ihren Sakralcharakter, der sonst nach außen hin kaum sichtbar war, wirkungsvoll betont. Ob die Zeichnung noch vor der Einrichtung der kronprinzlichen Wohnung [?] entstand, ist nicht exakt zu bestimmen, möglich wäre auch eine späte Datierung in die Zeit der Regierungsübernahme 1840, da zu diesem Zeitpunkt an eine Neuordnung der Wohnung gedacht wurde [?], die auch einen schmalen Anbau an den Chor vorsah. (J. M.)","Erasmuskapelle; Erweiterung Appartement Berliner Schloss; Berliner Schloss Appartement des Kronprinzen","Ausst. Kat. Friedrich Wilhelm IV. Künstler und König. Zum 200. Geburtstag, Ausstellung, Potsdam, Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg, 1995, Potsdam / Frankfurt a. M. 1995., S. 244, Kat. Nr. 3.34. 
Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 168","topographisch: Berlin: Profanbauten: Schloss: Erasmuskapelle; topographisch: Berlin: Profanbauten: Schloss: Erasmuskapelle","192; 193",
90015,"GK II (12) II-1-Cg-102",Velinpapier,"""E & R""",2410,2110,,"um 1830/1835",1832,"Grundriss der Anlage der Römischen Bäder mit angedeutetem Hofgärtnerhaus, Gehilfenhaus, Arkadenhalle, der Kolonnade am Wasser und den Räumen hinter der Arkadenhalle mit Atrium, Impluvium, Apodyterium, Viridarium und Vorhalle. Die Teiche auf der nördlichen Seite sind skizziert. Die Nordwand des Caldariums ist gezeichnet und die Westwand mit einer quadratischen Erweiterung schwach angelegt.","Die Anlage der Römischen Bäder [?] ist noch ohne das Caldarium gezeigt und die Vorhalle des Viridariums ist in der gleichen Größe wie das Billardzimmer dargestellt. Der Grundriss dürfte daher vor der 1836 begonnenen Bauausführung der Räume hinter der Arkadenhalle entstanden sein, obwohl bereits in einem Bauphasenplan (um 1834) das Caldarium in seiner später ausgeführten Form erscheint (Adler 2009, S. 323-325). (A. A.)",Charlottenhof,,"topographisch: Potsdam: Park Sanssouci: Profanbauten: Charlottenhof: Hofgärtnerhaus und Römische Bäder",319,
90016,"GK II (12) I-2-B-9",Velinpapier,,2460,2040,"Spätere Bezeichnung.","um 1828/1829",1828,"In der Seitenmitte Skizze des Aufrisses einer kleinen Basilika mit Kuppelkalotte, eingezogener rundbogiger Vorhalle, Westrose und Dreiecksgiebel, die an den Apothekenflügel des Berliner Schlosses anschließt. – Darunter schematischer Querschnitt einer Basilika mit Kuppelkalotte und Triumphbogen. Rechts daneben schematischer Grundriss einer Pfeilerbasilika. – U. l. Aufriss einer Vorhalle mit drei Rundbögen, Galerie und Dreiecksgiebel. – U. r. Aufriss einer Vorhalle mit drei Rundbögen und Dreiecksgiebel.","Der Entwurf für die kleine Basilika im Anschluss an den Apothekenflügel des Schlosses weicht erheblich von den sonstigen bekannten Schemata für den Berliner Dom [?] ab und bleibt unter den Entwürfen für Zentralbauten oder Basiliken ein Einzelbeispiel. Als Vorbild kommen oberialienische Vorbilder der Renaissance in Frage, etwa als freie Interpretation die Fassade von S. Maria presso San Satiro in Mailand (1478 Apsis von Bramante, Fassade unter Bramante begonnen, erst im 19. Jh. vollendet). Gemeinsam ist dieser Fassade und den gezeichneten Vorhallen die Dominanz des Rundbogens. Vielleicht ist dies ein Reflex auf den von Schinkel um 1828 in das Projekt eingeführten Rundbogenstil bzw. auf die Eindrücke der Italienreise des Kronprinzen Ende 1828. (A. M.)","Berliner Dom",,"topographisch: Berlin: Profanbauten: Schloss und Umgebung; topographisch: Berlin: Sakralbauten: Dom am Lustgarten: basilikaler Stil; sachlich: Architektur: Bauteil: Narthex; sachlich: Architektur: Sakralbauten: Kirche: Grundriss; sachlich: Architektur: Sakralbauten: Kirche: Schnitt","189; 209; 493; 603; 617",
90018,"GK II (12) I-2-B-10",Vergépapier,"""G E""",3590,2240,"Bezeichnung von Friedrich Wilhelm (IV.) mit Devanagari-Zeichen, transkribiert: ""Gordon"".","um 1820/1825",1822,"Die Seite, bei der links ein quadratisches Stück – wohl mit einer Zeichnung zur weiteren Verwendung – herausgeschnitten wurde, zeigt die beiden Hauptvarianten für die Berliner Dombasilika: den Zentralbau mit breiter Kuppel und vier Ecktürmen (Grund- und Aufriss M. r.) und die kuppellose Basilika (Grundriss Seitenmitte und Ansicht u. M.), die von Kolonnaden und einem Turm umgeben wird. – Am unteren Seitenrand Bezeichnung in Devanagari-Zeichen. – M. r. (um 180° gedreht) Ansicht eines Triumphbogens in einer Kirche, auf Säulen. – O. M. (um 180° gedreht) zwei Schnitte durch eine Basilika in der Höhe des Triumphbogens und des Chores. – M. l. Schnörkel.","Dem Charakter nach zeigt die Seite weniger konkrete Entwurfsstadien für das Berliner Lustgartenforum, als vielmehr eine zeichnerische Übung in den beiden Hauptvarianten für den Domneubau [?]: Zentralbau und Basilika. Allgemeine Ähnlichkeiten ergeben sich beim Zentralbau mit Zeichnungen für die Potsdamer Nikolaikirche [?], die um die Mitte der 1820er Jahre entstanden. Die fünfschiffige, kuppellose Basilika ohne oder mit Turm (in diesem Fall ""Hohenzollernturm""?) zeichnete der Kronprinz seit Anfang der 1820er Jahre. – Die mit Devanagari [?] verschlüsselte Bezeichnung ""Gordon"" ist nicht eindeutig zu interpretieren, möglicherweise bezieht sie sich auf die preußische Adelsfamilie von Gordon. (A. M.)","Berliner Dom; Nikolaikirche Potsdam; Devanagari",,"topographisch: Berlin: Sakralbauten: Dom am Lustgarten: basilikaler Stil; topographisch: Berlin: Sakralbauten: Dom am Lustgarten: Zentralbau; sachlich: Architektur: Sakralbauten: Kirche: Basilika; sachlich: Architektur: Sakralbauten: Kirche: Grundriss; sachlich: Architektur: Sakralbauten: Kirche: Schnitt; sachlich: Architektur: Sakralbauten: Kirche: Zentralbau; sachlich: Ornament: Schnörkel; sachlich: Text: Devanagari","209; 214; 597; 603; 617; 623; 863; 902",
90023,"GK II (12) II-1-Cg-102 Rs",Velinpapier,"""E & R""",2110,2410,,"um 1830/vor 1843",1836,"In der Mitte der Seite zwei nur leicht in der Ausdehnung und Details differierende Grundrisse einer dreischiffigen Basilika mit einer bzw. drei Apsiden. – M. l. Aufriss einer dreischiffigen Basilika mit Portikus sowie Eingängen in die Seitenschiffe, das Querhaus nur leicht angedeutet. Rechts der Kampanile unmittelbar über einen Bogen anschließend. Der Kampanile ist in der Höhe mit Variation angegeben. Rechts an die Kirche anschließend eine Kolonnade und dahinter weitere Gebäude angedeutet.","Die beiden Grundrisse und der Aufriss der Basilika sind wohl im Zusammenhang mit der Zeichnung der Römischen Bäder [?] auf der Vorderseite des Blattes GK II (12) II-1-Cg-102 entstanden und zeigen daher die Planungen für die Kirche jenseits des Schafgrabens (vgl. Adler 2009, S. 212). Ein vergleichbarer und sicher zu lokalisierender Grundriss befindet sich auf GK II (12) II-1-Cg-114. – Die Datierung orientiert sich an der Vorderseite des Blattes GK II (12) II-1-Cg-102. (J. M.)",,,"topographisch: Potsdam: Park Sanssouci: Sakralbauten: Kirche bei den Römischen Bädern",340,
90024,"GK II (12) I-1-D-3 Rs",Velinpapier,,2440,2010,,"um 1820/1845",1832,Schnörkel.,"Die Datierung des Schnörkels orientiert sich an derjenigen der Vorderseite des Blattes GK II (12) I-1-D-3. (J. M.)",,,"sachlich: Ornament: Schnörkel",863,
90025,"GK II (12) I-2-B-11",Vergépapier,Bischofsfigur,2180,3500,,"um 1825/1826",1825,"In der Mitte der querformatig angelegten Seite ein großer Zentralbau mit Tambourkuppel und vier Säulenportiken auf einem Podiumsgeschoss, das von Kolonnaden umgeben ist. Skizzenhaft ist eine weitere kleine Kuppel an einer Seite angebracht. – U. M. Querschnitt durch einen ähnlichen Zentralbau mit Kuppel, Tambour mit Säulenumgang und kreisrundem Zentralraum. – U. r. Ansichtsskizze eines Zentralbaus mit Tambourkuppel, begleitenden Seitenkuppeln und Portiken, der auf einem Podiumsgeschoss platziert ist. – U. r. Schnörkel. – U. l. schematischer Grundriss eines Baues über quadratischem Grundplan mit kreisförmigem Binnenhof oder Kuppel.","Der Kronprinz entwickelt hier die regelmäßige Zentralbauvariante mit Tambourkuppel und vier Portiken, ähnlich wie auf GK II (12) I-2-B-8 (um 1825). Vergleichbare Entwürfe zeichnete er im Kontext der Planungen für die Potsdamer Nikolaikirche [?]. Zeichnungen wie auf GK II (12) II-1-Bc-11, GK II (12) II-1-Bc-12, GK II (12) II-1-Bc-13, GK II (12) II-1-Bc-14, GK II (12) II-1-Bc-25, GK II (12) II-1-Bc-26, GK II (12) II-1-Bc-29 und GK II (12) II-1-Bc-30 waren um 1825/1826 bis 1828 entstanden. Die vorliegende Seite muss daher nicht ausschließlich in den Zusammenhang der Planungen zur Berliner Dombasilika [?] gehören, wohin sie von Ludwig Dehio sortiert wurde, da das behandelte Entwurfsthema übergreifenden Charakter hat. (A. M.)","Nikolaikirche Potsdam; Berliner Dom","Ausst. Kat. Friedrich Wilhelm IV. Künstler und König. Zum 200. Geburtstag, Ausstellung, Potsdam, Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg, 1995, Potsdam / Frankfurt a. M. 1995., S. 259, Kat. Nr. 4.14","topographisch: Berlin: Sakralbauten: Dom am Lustgarten: Zentralbau; sachlich: Architektur: Sakralbauten: Kirche: Grundriss; sachlich: Architektur: Sakralbauten: Kirche: Schnitt; sachlich: Ornament: Schnörkel","214; 603; 617; 863",
